Year,State,Less than a high school diploma,High school diploma only,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only
1990,TX,1211,1130,37,34.5
1990,TX,2760,3176,32.6,37.5
1990,TX,2444,1657,39.1,26.5
1990,TX,2748,2232,39.8,32.3
1990,TX,2740,2547,39.2,36.5
1990,TX,692,489,37.6,26.6
1990,TX,762,647,33.9,28.8
1990,TX,275,279,31.7,32.2
1990,TX,950,850,37.5,33.6
1990,UT,164,356,18.2,39.6
1990,VT,2430,4249,19.8,34.6
1990,VA,1098,1250,32.7,37.3
1990,VA,1690,1607,37.4,35.6
1990,VA,3708,2453,47.9,31.7
1990,VA,733,692,38.2,36.1
1990,VA,8310,4223,52,26.4
1990,VA,5520,3487,45.9,29
1990,WA,288,543,18.2,34.3
1990,WA,1110,1938,18.1,31.6
1990,WV,3708,3118,43.2,36.3
1990,WV,2254,1925,43.7,37.3
1990,WV,3146,3458,37.9,41.7
1990,WV,2934,3275,35.2,39.3
1990,WV,2142,2127,39.4,39.1
1990,WV,1549,2246,31.3,45.4
1990,WV,2632,2714,38.5,39.7
1990,WV,4219,3906,42.8,39.6
1990,WV,1863,2229,36,43
1990,WV,8499,6421,47,35.5
1990,WI,2338,4936,23,48.5
1990,WI,2574,3503,30.3,41.2
1990,AK,1701,4137,10.1,24.7
1990,AK,1252,2648,14.6,31
1990,AZ,4833,4138,32.4,27.7
1990,AR,7491,8307,32.1,35.6
1990,AR,6071,6711,32.4,35.8
1990,AR,1382,1534,36.7,40.7
1990,AR,4494,3664,35.1,28.6
1990,AR,5754,5058,35.7,31.4
1990,AR,7416,7116,36.9,35.4
1990,AR,2064,1860,41.9,37.7
1990,AR,7038,6375,35.2,31.9
1990,AR,9374,8549,33.5,30.6
1990,AR,10300,10065,34.1,33.3
1990,CA,4385,4608,29.1,30.5
1990,CA,14732,20277,19.5,26.8
1990,CA,4808,4602,27.2,26.1
1990,CO,1443,3270,10.2,23
1990,CO,2852,6418,14.8,33.3
1990,CO,2385,4044,20.9,35.5
1990,CO,1390,2469,20.1,35.7
1990,CO,502,1285,5.3,13.5
1990,CO,762,2137,8.3,23.4
1990,CO,387,1609,4.5,18.6
1990,GA,4242,3494,43.2,35.6
1990,GA,7314,5162,42,29.6
1990,GA,2652,1788,50.5,34.1
1990,GA,2489,1899,48,36.6
1990,GA,9727,8384,39,33.6
1990,GA,1834,1377,42.6,32
1990,GA,5984,4591,39.9,30.6
1990,GA,8060,5631,38.7,27
1990,GA,6028,4657,41,31.7
1990,GA,8799,7693,38.9,34
1990,HI,17200,23655,22.3,30.7
1990,HI,8884,8890,26.9,26.9
1990,ID,742,1906,8.3,21.3
1990,ID,86,162,18.2,34.2
1990,ID,2943,3206,27.3,29.8
1990,ID,2547,2834,27.6,30.7
1990,ID,413,737,20.2,36.1
1990,ID,3512,3756,31.5,33.7
1990,ID,392,577,19.8,29.1
1990,ID,8154,9907,24.6,29.9
1990,IL,10778,16185,24.9,37.4
1990,IL,5479,9787,23.4,41.7
1990,IL,6962,9379,23.9,32.2
1990,IL,1867,2773,27.8,41.2
1990,IL,4878,7342,25,37.7
1990,IL,3217,5612,22.5,39.2
1990,IL,1457,2455,26.7,44.9
1990,IL,7230,8348,30.1,34.8
1990,IL,3700,6519,19.7,34.7
1990,IL,3493,3414,34.7,33.9
1990,IL,985,1814,26.4,48.6
1990,IN,5833,7241,33.8,41.9
1990,IN,6365,10186,27.8,44.4
1990,IN,6308,9485,25.5,38.3
1990,IN,3624,7587,21,44
1990,IN,13401,18411,28.8,39.5
1990,IA,2246,5042,17.9,40.2
1990,IA,5797,10799,18.7,34.8
1990,IA,1743,4727,15.2,41.2
1990,IA,1531,2228,28.1,40.9
1990,IA,5934,11226,21.1,39.9
1990,IA,1670,4103,15.9,39
1990,IA,1988,3788,17.7,33.8
1990,IA,5794,11319,22.5,43.9
1990,IA,3493,5784,25.2,41.7
1990,IA,6197,9652,25.8,40.2
1990,IA,5729,9986,21.6,37.7
1990,IA,1208,2131,22.1,39
1990,KS,4212,6186,22,32.4
1990,KS,2983,4737,19.4,30.8
1990,KS,5253,4859,29.1,26.9
1990,KS,3786,4569,23.4,28.2
1990,KS,627,698,26.2,29.1
1990,KS,3966,4965,25.8,32.4
1990,KS,3796,5817,21.8,33.4
1990,KS,6888,7873,27,30.9
1990,KS,738,1489,19,38.3
1990,KS,5580,11683,17.6,36.8
1990,KS,3001,3417,27.8,31.6
1990,KY,1910,2061,35.8,38.7
1990,KY,10466,5121,53.3,26.1
1990,KY,5774,5717,34.6,34.2
1990,KY,5736,5425,30.9,29.3
1990,KY,2512,1554,45.6,28.2
1990,KY,8615,8146,38,35.9
1990,KY,11198,10576,37.5,35.4
1990,KY,9574,4884,53.4,27.2
1990,KY,12799,8228,47.3,30.4
1990,KY,6334,4255,49.6,33.3
1990,KY,2285,2533,36.9,40.9
1990,KY,11458,14047,26.9,33
1990,KY,1685,1038,54,33.2
1990,KY,3217,1722,54.8,29.3
1990,KY,14240,10520,43.8,32.4
1990,KY,5099,2810,55.1,30.4
1990,KY,5871,4400,42.6,31.9
1990,KY,9493,5596,47,27.7
1990,LA,5428,3992,43.1,31.7
1990,LA,7056,12156,23.1,39.9
1990,MA,795,2431,9.6,29.5
1990,MI,5324,7166,26.4,35.5
1990,MI,1946,3107,23.4,37.3
1990,MI,5769,8090,26.4,37
1990,MI,5657,9565,23.1,39.1
1990,MI,3860,7700,21.5,42.8
1990,MI,6221,13213,15.1,32.2
1990,MI,5380,7214,26.1,34.9
1990,MI,2578,3734,30.4,44
1990,MI,459,496,35.7,38.5
1990,MI,1658,3532,14.9,31.7
1990,MI,7726,15144,18.2,35.7
1990,MI,4010,6708,23.9,39.9
1990,MI,4247,7655,25.7,46.4
1990,MI,2335,3235,30.6,42.4
1990,MI,4213,6638,25.4,40
1990,MN,4638,5662,24.1,29.4
1990,MN,4021,5498,27.5,37.5
1990,MN,5417,8936,24.5,40.3
1990,MN,3555,5448,24.1,36.9
1990,MN,3902,4677,29.6,35.5
1990,MN,3975,7412,20.6,38.5
1990,MS,7321,6718,32.7,30
1990,MS,9070,6123,43.7,29.5
1990,MS,9824,4439,45.1,20.4
1990,MS,2656,1651,46,28.6
1990,MS,4078,3636,38.4,34.2
1990,MS,8056,3194,46,18.2
1990,MS,5760,3768,43.5,28.4
1990,MS,6534,3286,51,25.7
1990,MS,4114,3294,40,32
1990,MS,2702,1884,43.7,30.5
1990,MS,14024,13257,30.3,28.6
1990,MS,13114,11400,32.2,28
1990,MS,9366,4558,44.7,21.8
1990,MS,10685,9534,31,27.7
1990,MS,5077,3903,27,20.7
1990,MS,5940,4477,42.6,32.1
1990,MS,9294,3633,50.8,19.9
1990,MS,15644,9640,41.2,25.4
1990,MO,3365,4009,25.7,30.6
1990,MO,11000,7901,43.2,31
1990,MO,1589,2150,32.6,44.2
1990,MO,10499,6735,48.8,31.3
1990,MO,7988,7181,38.8,34.9
1990,MO,1804,2774,28.3,43.4
1990,MO,5204,6999,29.1,39.1
1990,MO,6372,7021,29.9,32.9
1990,MO,4795,8283,21.5,37.1
1990,MO,1669,2641,29.8,47.1
1990,MO,923,1241,32,43
1990,MT,6912,13232,17.9,34.2
1990,MT,2811,7437,9.6,25.4
1990,MT,962,1718,18.7,33.4
1990,MT,3810,9963,12.6,32.8
1990,MT,4863,8481,21.7,37.8
1990,NE,69,226,12.3,40.4
1990,NE,2763,5358,21.2,41.1
1990,NE,286,539,20.9,39.4
1990,NE,875,1446,19.7,32.6
1990,NE,3855,7903,18.6,38.2
1990,NE,92,211,17.1,39.2
1990,NE,81,128,22,34.8
1990,NE,4439,7278,21.7,35.6
1990,NE,1325,2169,26.2,43
1990,NE,3742,7171,20.5,39.4
1990,NE,5984,7683,25.7,33
1990,NE,243,353,22.9,33.2
1990,NE,775,1530,20.6,40.6
1990,NV,4188,6660,21.5,34.1
1990,NV,249,348,24.8,34.7
1990,NV,1894,2708,24.5,35
1990,NH,7028,9699,30,41.4
1990,NH,8570,15177,18.6,33
1990,NH,6384,9566,25,37.5
1990,NM,11368,9479,32.7,27.3
1990,NM,5951,7513,24.2,30.5
1990,NM,9886,9994,32.7,33.1
1990,NM,4956,4728,29.5,28.1
1990,NM,11737,8875,36.2,27.4
1990,NM,12829,9167,41.5,29.7
1990,NM,3222,2032,33.9,21.4
1990,NM,4128,4338,28.2,29.7
1990,NY,13310,17399,25.8,33.7
1990,NY,9057,10521,30.5,35.5
1990,NY,8185,13044,22.3,35.6
1990,NC,6492,4002,47.2,29.1
1990,NC,11223,9315,39.6,32.9
1990,NC,1059,838,42,33.2
1990,NC,5566,4572,28,23
1990,ND,1478,1473,33.3,33.2
1990,ND,550,717,25.8,33.7
1990,ND,3773,4142,26.9,29.6
1990,ND,3847,4639,26.5,31.9
1990,ND,5835,10430,17.2,30.8
1990,ND,3132,4198,23.2,31.1
1990,OH,7486,7510,39.1,39.2
1990,OH,5831,11748,24.5,49.4
1990,OK,4086,3947,33.5,32.4
1990,OK,8401,9915,29.7,35.1
1990,OK,3864,4599,24.9,29.7
1990,OK,8754,13587,23.5,36.4
1990,OK,4366,4600,25.9,27.3
1990,OK,7285,9758,23.2,31.1
1990,OK,9783,8587,35.7,31.3
1990,OK,6596,6233,30.7,29
1990,OK,2478,3527,24.5,34.8
1990,OK,3215,4587,26.6,38
1990,OR,10052,13436,24.5,32.7
1990,OR,3144,5175,21.9,36.1
1990,OR,8791,12730,23.8,34.5
1990,OR,5362,9360,19.5,34
1990,OR,2895,5026,19.8,34.5
1990,PA,7672,14607,24.6,46.8
1990,PA,8055,9799,35.6,43.3
1990,SD,2937,4301,24.3,35.6
1990,SD,2326,3642,17.8,27.8
1990,SD,4904,6894,22.1,31
1990,SD,3384,5720,24,40.6
1990,SD,2650,3738,24.1,34
1990,SD,1078,969,35.8,32.2
1990,SD,1441,2841,15.5,30.6
1990,SD,336,528,22.5,35.3
1990,SD,224,441,21.1,41.5
1990,SD,2821,4262,22.8,34.4
1990,TN,10078,5936,44.7,26.3
1990,TN,7706,7038,40,36.5
1990,TN,1031,1149,33.3,37.2
1990,TN,8095,7845,38.7,37.5
1990,TN,6521,3318,55.9,28.4
1990,TN,8483,6078,43.1,30.9
1990,TX,10098,9655,32.3,30.9
1990,TX,14965,12309,34.7,28.6
1990,TX,7175,6839,32.9,31.4
1990,TX,4004,2557,46,29.4
1990,TX,3826,3468,31.4,28.4
1990,TX,160,71,56.9,25.3
1990,TX,9240,8341,32.7,29.5
1990,TX,11925,2937,64.3,15.8
1990,TX,3907,3079,38.1,30
1990,TX,8977,7593,30.3,25.7
1990,TX,4910,2080,54.7,23.2
1990,TX,4066,3348,35.7,29.4
1990,TX,5155,4800,34.6,32.2
1990,TX,3121,2562,39.3,32.3
1990,TX,9442,4638,43.9,21.6
1990,UT,2966,3557,25.7,30.8
1990,UT,3010,4025,26.3,35.2
1990,VT,1373,1807,32,42.2
1990,VT,3239,6410,19.6,38.7
1990,VT,6884,13122,18.7,35.6
1990,VA,5924,3168,52.9,28.3
1990,VA,12849,8559,42.7,28.4
1990,VA,11931,6790,47.9,27.2
1990,VA,1230,615,45.7,22.9
1990,WA,7880,12066,20.3,31
1990,WA,9385,10191,28.4,30.9
1990,WV,1625,1835,35.4,40
1990,WV,13665,17869,29.4,38.5
1990,WV,6228,7246,34.1,39.6
1990,WI,759,1345,24.8,44
1990,WY,2262,6336,13.5,37.8
1990,WY,4646,6973,22.5,33.8
1990,WY,2870,5260,18.4,33.7
1990,WY,4160,8455,18.5,37.5
1990,WY,620,2177,8.1,28.5
1990,WY,1581,3897,15.9,39.2
1990,AZ,1224,2034,25.8,42.9
1990,AR,3391,2677,43.9,34.6
1990,AR,4527,2927,48.8,31.5
1990,AR,6482,3927,52.1,31.5
1990,AR,3142,2532,45.1,36.4
1990,AR,4313,4039,36.7,34.3
1990,AR,4258,1710,55.8,22.4
1990,AR,3341,2224,47.1,31.4
1990,AR,2560,2356,39.4,36.2
1990,AR,4969,3721,45.6,34.2
1990,AR,3572,3789,35.5,37.7
1990,AR,2728,2246,40.4,33.2
1990,GA,4133,3322,42.8,34.4
1990,GA,2403,2286,41.9,39.9
1990,GA,2282,1443,46.8,29.6
1990,GA,5888,3724,47.4,30
1990,GA,2511,1762,46.9,32.9
1990,GA,3273,2372,44.8,32.5
1990,GA,1736,1244,47.3,33.9
1990,GA,4906,4281,41.9,36.5
1990,GA,1315,1020,43.3,33.6
1990,ID,1266,1916,25.4,38.4
1990,ID,2028,2380,27.5,32.3
1990,IL,2723,4948,24,43.7
1990,IL,3322,3537,34.4,36.7
1990,IL,3192,5408,24,40.6
1990,IL,2344,1927,40,32.9
1990,IL,2071,2789,30.3,40.8
1990,IL,3369,4313,30.8,39.4
1990,IL,3563,4899,30.1,41.4
1990,IL,1557,2159,30.6,42.4
1990,IL,4290,3879,36.9,33.4
1990,IN,3062,5761,24.7,46.4
1990,IN,2358,2633,35.6,39.7
1990,IA,2578,3603,27.9,39
1990,IA,1616,2952,21.7,39.7
1990,IA,2385,4899,21,43.1
1990,IA,1601,3042,20.6,39.1
1990,IA,1780,3237,21.6,39.2
1990,IA,1475,3219,20,43.6
1990,IA,1770,3167,24,43
1990,IA,1332,2406,24.4,44
1990,IA,2722,3793,26.5,36.9
1990,IA,1336,1941,27.9,40.5
1990,IA,1625,2654,23.1,37.8
1990,IA,2204,5472,18.4,45.6
1990,IA,1691,2729,21.4,34.6
1990,IA,2214,3818,22.4,38.6
1990,KS,1801,2739,24,36.5
1990,KS,2585,5552,20.3,43.6
1990,KS,1071,1614,23.4,35.3
1990,KS,1023,1412,24.9,34.3
1990,KS,2568,3846,22.8,34.2
1990,KS,918,1714,17.9,33.5
1990,KS,1317,2538,18.8,36.3
1990,KS,1443,2152,25.5,38.1
1990,KS,775,1154,22.8,33.9
1990,KS,683,1108,21.6,35.1
1990,KY,5313,2722,53.7,27.5
1990,KY,3398,3223,38.1,36.1
1990,KY,2468,2493,40.4,40.9
1990,KY,3671,2654,46.2,33.4
1990,KY,1934,1635,39,33
1990,KY,4246,4145,41.1,40.1
1990,KY,6107,6766,32.4,35.9
1990,KY,4411,2391,42.1,22.8
1990,KY,2814,2377,42.2,35.6
1990,KY,6112,3450,55.4,31.3
1990,LA,3266,2072,46.7,29.6
1990,MI,2593,4222,27,44
1990,MI,3904,6112,26.7,41.8
1990,MI,3187,3554,34.3,38.3
1990,MI,1603,2397,28.4,42.5
1990,MN,2328,3581,26.3,40.4
1990,MN,2450,3062,28.3,35.4
1990,MN,2356,3622,23.6,36.3
1990,MN,1997,2932,25.8,37.8
1990,MN,3267,4395,28.7,38.6
1990,MN,2340,2542,31.8,34.5
1990,MN,2498,3073,29.4,36.2
1990,MN,2142,2944,27.4,37.6
1990,MS,5111,3123,47.1,28.8
1990,MS,4867,3823,39.6,31.1
1990,MS,9915,6691,44.4,29.9
1990,MS,3350,2340,43.4,30.3
1990,MS,5913,4850,39.1,32
1990,MS,4958,3333,39.9,26.8
1990,MS,3558,2027,50.4,28.7
1990,MS,6768,3618,47.1,25.2
1990,MS,4443,2128,51.8,24.8
1990,MS,5087,3485,43.9,30.1
1990,MS,4888,3698,40.9,31
1990,MS,3398,2364,44.3,30.8
1990,MO,5205,7640,26.4,38.7
1990,MO,4185,2931,46.1,32.3
1990,MO,3085,4507,29.7,43.4
1990,MO,1799,2489,30.2,41.7
1990,MO,6246,4390,48,33.7
1990,MO,6667,4204,50.5,31.8
1990,MO,5519,5735,39.1,40.6
1990,MT,1790,2865,25.5,40.9
1990,MT,3000,4455,26.7,39.7
1990,MT,1843,3560,18.3,35.3
1990,MT,1634,2366,24.6,35.6
1990,MT,1881,1924,29.9,30.6
1990,NE,1775,2414,29.6,40.2
1990,NE,1907,2611,28.5,39
1990,NE,1625,3668,19.5,44
1990,NE,1522,2490,24.9,40.8
1990,NE,1053,2329,18.5,40.9
1990,NE,969,2733,15,42.4
1990,NV,954,1507,26.8,42.4
1990,NM,1083,1060,42.2,41.3
1990,NM,984,1323,28.4,38.2
1990,NM,1904,2694,22.9,32.4
1990,NY,6715,11211,23.1,38.5
1990,NC,5678,5473,33.3,32.1
1990,NC,3474,3086,39.4,35
1990,ND,1185,933,34.1,26.8
1990,OH,9439,5284,53.1,29.7
1990,OH,5923,5645,39.2,37.4
1990,OH,3379,7040,23.5,49
1990,OK,3359,2712,40.2,32.4
1990,OK,4132,3443,42.1,35.1
1990,OK,1636,1465,35.3,31.6
1990,OK,3697,2963,41.3,33.1
1990,OK,2472,1761,39,27.8
1990,OK,2373,1580,36.9,24.5
1990,OK,1800,2000,33.5,37.2
1990,OK,1558,2025,29.1,37.8
1990,OK,2919,2507,36,30.9
1990,OK,6275,5031,37.9,30.4
1990,OK,2545,2764,33.4,36.2
1990,OK,1428,1563,23.9,26.2
1990,PA,5766,11581,25.1,50.4
1990,PA,982,1567,29.5,47.1
1990,PA,8350,14975,27.4,49.2
1990,PA,2847,5235,26.2,48.3
1990,SC,3888,2704,40.8,28.4
1990,SD,1408,2293,26,42.3
1990,TN,4345,3468,43.7,34.9
1990,TN,2371,1409,50.4,30
1990,TN,6306,4668,46.8,34.6
1990,TX,1960,1275,44.6,29
1990,TX,2574,1016,54.4,21.5
1990,TX,3870,3119,42.2,34
1990,TX,3894,2053,52.1,27.5
1990,TX,1842,1570,35.1,30
1990,TX,3578,3498,34.5,33.7
1990,TX,3626,1871,46.8,24.1
1990,TX,1026,1045,28.3,28.9
1990,TX,1328,1149,37.2,32.2
1990,TX,5199,4918,36,34
1990,TX,1008,935,35.3,32.8
1990,TX,2167,1650,37.5,28.5
1990,TX,2151,1596,40.7,30.2
1990,TX,2568,1541,44.3,26.6
1990,TX,1404,1175,38.3,32.1
1990,TX,6175,4488,42.7,31
1990,TX,1804,1632,36,32.6
1990,TX,3942,1185,61.4,18.4
1990,UT,454,1269,16.6,46.5
1990,UT,1593,2269,25.2,35.9
1990,UT,2490,1381,40.3,22.3
1990,VT,3945,6873,22.6,39.4
1990,VT,5039,9648,18.3,35.1
1990,VA,9199,5234,50.3,28.6
1990,VA,8369,6166,41.9,30.9
1990,VA,9303,5346,49.4,28.4
1990,VA,2022,1206,43.8,26.1
1990,WA,3414,4945,25.8,37.4
1990,WV,4382,4648,37.9,40.3
1990,WV,9945,6318,49.6,31.5
1990,WV,2019,2719,31.3,42.1
1990,WV,5040,5443,35.7,38.6
1990,WI,2807,4445,27.6,43.7
1990,WI,4180,5929,29.4,41.7
1990,WI,4963,8379,22.4,37.8
1990,WY,1913,4033,18.3,38.5
1990,WY,1854,2619,23.5,33.2
1990,WY,790,1182,23.9,35.8
1990,WY,833,1435,20.2,34.8
1990,WY,1183,2742,16.8,38.8
1990,WY,701,1832,16.8,43.9
1990,AL,4482,3070,45.7,31.3
1990,AL,3999,2692,46.2,31.1
1990,AL,3771,2048,48.9,26.5
1990,AR,3180,2920,38.9,35.7
1990,AR,3099,3093,35.8,35.7
1990,AR,2563,2508,38.9,38.1
1990,AR,2537,1622,47.4,30.3
1990,AR,3034,1817,51.3,30.7
1990,CO,667,1174,19.1,33.7
1990,CO,672,1517,12.6,28.4
1990,CO,195,410,17.9,37.6
1990,CO,204,527,12.5,32.4
1990,CO,602,1145,21,40
1990,CO,683,1123,18.8,30.9
1990,CO,80,148,17.3,32
1990,CO,553,709,29.1,37.3
1990,CO,775,1222,24.1,38.1
1990,GA,1786,1242,48.5,33.8
1990,GA,3017,2742,37.3,33.9
1990,IL,1239,1508,31.1,37.9
1990,IA,1694,3459,21.1,43
1990,IA,1313,2675,19.9,40.6
1990,IA,1891,3497,22.7,41.9
1990,IA,1217,2292,25,47
1990,IA,1299,2428,25.3,47.2
1990,KS,460,859,22.1,41.2
1990,KS,284,544,16.5,31.7
1990,KS,628,975,23.7,36.8
1990,KS,1000,970,30.6,29.7
1990,KS,436,538,26.6,32.8
1990,KS,553,757,23.9,32.7
1990,KS,222,549,15.1,37.2
1990,KS,547,802,22,32.3
1990,KS,590,985,22.4,37.4
1990,KS,582,946,20.5,33.3
1990,KS,1059,1672,25.9,40.9
1990,KS,764,992,27.4,35.5
1990,KS,776,1231,21.3,33.8
1990,KS,695,910,27.1,35.5
1990,KS,1803,2709,25.4,38.2
1990,KY,1321,1439,37.7,41
1990,KY,5204,2505,56.9,27.4
1990,KY,7835,2900,61.1,22.6
1990,KY,2774,1146,60.5,25
1990,KY,11373,6594,50.5,29.3
1990,KY,1664,1323,43.2,34.3
1990,KY,4516,1843,61.7,25.2
1990,KY,4796,1982,59.6,24.6
1990,KY,9054,4631,54.4,27.8
1990,KY,5457,2427,59.8,26.6
1990,KY,4898,2796,49.8,28.4
1990,LA,3104,2158,46.1,32
1990,LA,1797,1374,41.9,32
1990,LA,3623,2406,48,31.9
1990,MI,2317,2910,31.4,39.5
1990,MI,1621,2507,27,41.7
1990,MI,2878,4793,23.6,39.3
1990,MI,1525,2172,29.5,42
1990,MI,2296,2170,38.7,36.6
1990,MI,1159,1548,30.4,40.6
1990,MI,2048,2943,28.6,41.1
1990,MI,2035,2538,32.4,40.4
1990,MI,1576,2797,25.4,45.1
1990,MI,3490,5326,27.9,42.6
1990,MN,1220,1647,28.1,37.9
1990,MN,1536,1825,32.3,38.4
1990,MN,1957,2611,30.3,40.4
1990,MS,4464,2804,47.2,29.7
1990,MS,2357,1737,42.4,31.3
1990,MS,2192,1696,41.9,32.4
1990,MS,3809,2435,45,28.8
1990,MS,2674,2064,41.4,31.9
1990,MO,1153,2040,23.2,41
1990,MO,3554,3915,35.5,39.1
1990,MO,1558,1094,44,30.9
1990,MO,1787,2855,28.7,45.9
1990,MO,3075,2411,43.7,34.3
1990,MO,867,1458,27.8,46.8
1990,MO,2643,2501,40.7,38.5
1990,MO,2376,2290,39.1,37.7
1990,MO,1272,1411,35.5,39.4
1990,MO,4136,2190,51.5,27.3
1990,MO,1000,1413,30.5,43.1
1990,MO,2292,1889,46,37.9
1990,MO,1221,2362,25.8,49.9
1990,MO,1522,1986,34.2,44.6
1990,MO,4023,2454,51.1,31.2
1990,MO,437,767,25.7,45
1990,MT,570,837,26.1,38.3
1990,MT,612,1519,15,37.1
1990,MT,323,448,26.1,36.2
1990,NE,1150,2282,22.5,44.6
1990,NE,52,105,16.3,32.9
1990,NE,66,221,14.7,49.3
1990,NE,1044,1951,23.9,44.7
1990,NE,1584,2619,24.8,41.1
1990,NE,821,991,28.9,34.9
1990,NE,390,913,19,44.5
1990,NE,519,1109,19.1,40.9
1990,NE,163,328,19.4,39
1990,NE,1898,2728,28.9,41.5
1990,NE,942,1433,25.9,39.5
1990,NE,591,1059,25,44.7
1990,NE,470,760,21,34
1990,NE,739,1656,19,42.5
1990,NE,115,212,21.2,39
1990,NE,795,1186,26,38.8
1990,NV,260,307,28.5,33.7
1990,NV,710,1154,26.9,43.6
1990,NM,459,536,26.7,31.2
1990,NM,1071,866,40.3,32.6
1990,NC,3218,1797,47.4,26.5
1990,NC,6881,4880,44.4,31.5
1990,NC,1442,1271,40,35.3
1990,NC,4474,2875,44.7,28.7
1990,ND,195,228,28.5,33.3
1990,ND,1343,1508,25.1,28.2
1990,ND,711,680,33.1,31.7
1990,ND,1240,1031,31.2,25.9
1990,ND,641,561,30.6,26.8
1990,ND,749,809,29.5,31.9
1990,ND,815,822,30.6,30.8
1990,ND,725,756,30.5,31.8
1990,ND,1231,1128,33.6,30.8
1990,ND,980,488,48.1,24
1990,ND,1072,1252,27.3,31.9
1990,ND,1213,1324,27,29.5
1990,ND,834,1132,27.3,37.1
1990,OH,2181,3803,30.1,52.6
1990,OK,1043,1752,22.7,38.1
1990,OK,979,1380,24.7,34.8
1990,OK,636,707,29,32.2
1990,OK,1513,1335,39.6,34.9
1990,OK,1197,1397,31.8,37.1
1990,OK,812,1155,26.2,37.3
1990,OK,872,1445,22.1,36.6
1990,OK,1035,733,42,29.7
1990,OK,673,1098,23.9,38.9
1990,OK,753,1069,27.9,39.6
1990,OR,222,439,16.9,33.5
1990,OR,885,1768,18.8,37.6
1990,OR,311,399,30.6,39.3
1990,PA,1062,2039,26.9,51.7
1990,SD,621,691,29.8,33.2
1990,SD,1549,1581,32,32.6
1990,SD,869,1115,29.6,37.9
1990,SD,1443,1620,30.8,34.6
1990,SD,948,1261,30.8,41
1990,SD,1014,713,42,29.6
1990,SD,619,687,32.9,36.5
1990,SD,989,1165,30.5,35.9
1990,SD,760,1073,26.6,37.6
1990,SD,342,414,28.8,34.9
1990,SD,533,514,32,30.8
1990,SD,211,329,24.3,37.9
1990,SD,1064,1606,26,39.3
1990,SD,629,822,29,37.9
1990,SD,1271,456,54,19.4
1990,SD,1127,1000,34.3,30.5
1990,SD,622,700,28.9,32.5
1990,SD,2269,1982,36.5,31.8
1990,SD,484,584,26.1,31.5
1990,SD,1437,1813,27.2,34.3
1990,TN,2509,1585,51.5,32.5
1990,TN,5153,2724,55.1,29.1
1990,TN,1655,907,54.2,29.7
1990,TN,1610,1126,52,36.3
1990,TX,1075,720,42.7,28.6
1990,TX,905,614,38,25.8
1990,TX,467,399,37.8,32.3
1990,TX,255,256,36.6,36.7
1990,TX,924,562,43.8,26.6
1990,TX,838,733,34.9,30.5
1990,TX,1238,962,38.4,29.9
1990,TX,659,437,39.8,26.4
1990,TX,125,192,18.6,28.6
1990,TX,2322,1849,42.8,34.1
1990,TX,529,554,29.5,30.9
1990,TX,1381,1207,34.8,30.4
1990,UT,101,128,24.6,31.2
1990,UT,919,2090,17.6,40.1
1990,VA,11194,4518,57.5,23.2
1990,WV,2049,1365,43.4,28.9
1990,WV,12766,6248,57.7,28.2
1990,WV,2456,2419,39.4,38.8
1990,WY,674,1191,20.3,35.9
1990,WY,504,1063,15.8,33.4
1990,AL,6471,5445,39.7,33.4
1990,AL,4242,2927,47.3,32.7
1990,AL,5425,4840,38.6,34.4
1990,AL,9728,5584,50,28.7
1990,AL,5799,4478,40.8,31.5
1990,AK,2584,2170,37.7,31.7
1990,AK,3119,8560,12.8,35
1990,AK,1194,2478,15.3,31.8
1990,AK,1524,1360,35,31.3
1990,AK,1003,970,31.5,30.5
1990,AK,1029,982,36.2,34.5
1990,AK,678,1606,13,30.7
1990,AK,1013,2006,16.1,31.9
1990,AR,5659,5874,37.2,38.6
1990,AR,4325,3813,37.6,33.1
1990,CA,2364,4886,18.3,37.9
1990,CA,804,1695,12.2,25.7
1990,CO,1727,2064,23.1,27.6
1990,CO,1660,3204,19,36.7
1990,CO,539,1264,9.4,22
1990,CO,1222,1653,26.5,35.8
1990,CO,2943,2531,32.4,27.9
1990,CO,2408,2514,29.8,31.1
1990,CO,2038,2112,30.3,31.4
1990,CO,1257,2410,21.5,41.2
1990,GA,719,394,50.5,27.7
1990,GA,3377,2290,47.9,32.5
1990,ID,696,1396,20.2,40.4
1990,ID,1203,1589,26.1,34.4
1990,IL,2894,3785,26.5,34.7
1990,IL,2141,2712,25.1,31.8
1990,IA,3442,5587,25.4,41.3
1990,IA,2988,4908,27.5,45.1
1990,IA,2580,4988,20.9,40.3
1990,IA,4854,5965,28.3,34.7
1990,IA,2918,5106,23.6,41.2
1990,KS,2434,3289,25.8,34.8
1990,KS,836,1929,17.4,40.2
1990,KS,973,1484,23.1,35.2
1990,KS,1201,1769,26.1,38.4
1990,KS,1141,2010,17.6,31.1
1990,KS,1109,1591,25,35.8
1990,KS,729,1746,14.6,35
1990,KY,13063,7296,49.2,27.5
1990,KY,6605,4597,45.3,31.5
1990,KY,4093,1860,55.9,25.4
1990,KY,9625,5207,52.4,28.4
1990,KY,22401,13351,49.8,29.7
1990,LA,2665,1294,50.9,24.7
1990,LA,6203,4192,46.3,31.3
1990,ME,16203,20086,29.1,36
1990,ME,4750,9593,19.2,38.7
